0	1	2	3	4
-1.0379643	7.979639	1.4928002	7.2237997	6.712274
-1.0424283	7.995083	1.4971871	7.2242036	6.7100596
-1.0358826	7.962437	1.4709412	7.241898	6.801881
-1.0310112	7.961136	1.468201	7.2357087	6.8071027
-1.0268769	7.9513264	1.2850889	7.26729	7.1320667
-1.0123144	7.987308	1.2892789	7.3088546	7.233659
-1.0354524	7.961993	1.2164714	7.293648	7.187433
-1.0305142	7.95081	1.3544656	7.253432	7.0210214
-1.0244514	7.9583316	1.3019203	7.272234	7.1392837
-1.1985847	-7.591453	0.8722617	9.352193	9.390496
1.923697	10.895239	-0.35337415	9.02151	6.877232
-1.0434381	8.931212	0.11505954	7.27066	8.640428
-1.4813552	9.009332	-0.6456166	8.668357	5.2649117
-1.384296	8.497795	2.0488741	7.567349	5.7871757
1.6009043	10.776358	-0.5950397	8.866743	9.24367
1.7598954	10.732587	0.6009146	9.848825	5.8731785
-0.74216825	9.602219	-0.59052217	8.438252	10.099711
-1.1944138	11.019729	0.5300011	6.5211997	9.125942
-0.6704248	9.267905	0.021670131	7.2415433	9.877967
-1.4223081	8.781258	1.293544	7.1750407	6.5429115
-0.98435163	8.347572	0.5644771	7.2534	8.915651
-0.8322353	9.5423975	-0.4314645	7.1585374	5.8773336
-0.40763414	9.330606	0.69717926	6.809338	6.0608134
-1.0625509	9.063633	-0.67938286	8.535701	10.391174
-0.72418475	9.471771	0.009564474	7.06019	9.507905
2.0209122	10.180907	-1.3913391	6.0056176	7.034584
-1.1701119	-7.5570707	0.88161504	9.369904	9.401152
-0.782817	9.500391	-0.023885924	7.1265707	9.452903
-0.9476996	8.736251	1.5151132	7.1750116	5.1111407
-1.4678463	9.925222	0.65433395	7.017305	6.23453
-1.1966578	-7.5709968	0.8231693	9.371826	9.394456
-0.96079993	8.736125	1.5088016	7.1820807	5.0999594
-1.0729129	9.452409	-0.5154432	7.0760913	5.530568
-1.2303314	9.097271	-0.4810555	8.146509	8.458684
-1.1469749	8.932961	-0.71607125	8.267973	8.294115
-0.7368863	9.517251	-0.56895137	7.2212358	6.307701
1.1386064	9.4090605	0.016880112	7.941102	10.378675
-0.972045	10.431242	0.35169598	7.044202	8.901129
-0.8714266	9.40388	-0.57277066	7.547582	6.993463
-1.5811504	6.4010525	-2.4267912	8.548558	7.5042887
-1.5565195	6.426619	-2.403885	8.569154	7.5248237
-1.5576468	6.4254436	-2.4056475	8.569649	7.5266123
-0.77971077	9.5360565	-0.063710324	7.1002183	8.915787
-2.6108022	8.3069105	1.0322396	8.5220585	8.47991
-0.6672765	10.870136	-0.5904506	8.825588	13.4555025
-1.090731	8.011693	0.78916067	7.3641315	7.6227026
-0.84630996	9.019056	0.25818563	7.6990876	9.883714
-1.2407854	9.134124	-0.3744165	7.947356	10.421253
-1.0595149	9.056586	-0.7014334	8.530707	10.391059
-1.0612069	9.050417	-0.7160944	8.538814	10.385708
-1.9417999	8.007577	1.0327027	8.034362	6.1533546
-0.987	8.986112	0.17911576	7.211003	8.541129
2.0232637	10.18075	-1.3941389	6.0021796	7.035518
-0.6365811	9.357894	0.035667982	7.1873417	9.760722
-1.8222243	8.905203	0.11273997	8.385991	8.81072
-0.900951	9.149182	1.104409	6.387361	4.843378
0.9079688	10.037802	-0.09276237	8.893808	11.034891
-1.1640261	9.193193	-0.13616873	7.572108	9.226541
-0.83438945	9.408526	-0.043619417	7.0712	8.858862
-1.0958004	9.1741905	-0.22984822	7.7349195	9.4166355
-0.98054665	9.029477	-0.20325626	8.010046	10.125484
-0.9811011	8.367744	1.6165985	7.8321824	6.71861
-1.5524708	6.4322395	-2.3987112	8.569609	7.522677
-1.1124271	9.148512	-0.20415774	7.6496243	9.366026
-1.0482585	8.905908	0.13734315	7.2634034	8.595966
-0.77281606	9.506477	-0.20679435	7.4853854	7.407253
0.96771216	10.067979	0.07550672	9.7625265	12.228711
-0.82290983	8.479314	0.44525477	7.3057685	9.199464
-1.2438198	8.628887	1.6898708	7.8237247	8.2163105
0.521453	9.672448	-0.8505302	7.1414948	5.3950315
-0.23917174	8.974963	0.15769148	7.456714	10.100662
-0.9166832	9.146329	1.1039933	6.36403	4.858234
-0.91319	10.187147	0.22858906	7.138751	8.802709
-0.78058946	8.532435	0.39147288	7.328387	9.347298
-1.167666	7.0822883	2.5562873	10.042402	5.5681677
-1.5544448	7.2874913	2.5946128	10.083804	5.5550313
-0.90043205	8.9452305	-1.2559376	7.938845	6.6999226
1.5475311	10.538244	-0.5287323	8.532241	8.492414
1.6674347	10.653957	-0.55388564	8.7140665	8.765506
-0.45197535	8.963332	0.109711945	7.4599195	9.9429865
-0.79485476	8.872709	-0.13868204	7.635792	10.732837
0.38720587	9.458531	1.044356	9.375033	11.242974
-0.72872347	9.474442	0.0008927022	7.057848	9.491076
-1.7366896	6.7756963	1.8780191	10.322531	4.887715
-0.37086284	10.2058735	-0.40068612	7.214533	7.164452
-0.45135608	8.998503	0.14923023	7.3947015	9.945236
-2.4340968	8.408256	1.0250134	8.478797	8.464953
-0.8546402	8.455606	0.47683838	7.2706246	9.091604
-0.25804543	8.787673	0.18180043	7.6187778	9.910398
-1.658436	7.2472496	2.57371	10.220622	5.49085
-1.1912682	-7.6031494	0.87792736	9.369201	9.377292
-1.1923755	-7.580317	0.87770516	9.367183	9.379491
-0.66210824	7.2144237	1.6265169	9.0305605	5.762477
-0.7320432	9.092714	-0.009798417	7.5799346	10.299149
-1.5607353	6.4206834	-2.4090629	8.566805	7.5232215
-1.5573097	6.424476	-2.4056628	8.569985	7.525965
2.0213904	10.180587	-1.3935897	6.004432	7.0341163
2.022146	10.18031	-1.3937079	6.0037775	7.0346737
-1.077111	8.951314	0.0045685465	7.415463	8.898006
-1.2325026	9.105502	-0.6396769	8.185798	8.576859
-0.29859236	9.536745	-0.14951779	7.346915	9.894659
-1.2071484	-7.6046796	0.87561196	9.359849	9.383333
-0.3547652	9.343551	-0.03914946	7.568688	9.84503
-1.2136184	-7.58743	0.881968	9.367918	9.410359
-1.6765645	6.5603905	2.4698799	10.015051	5.2698827
-1.0925349	9.154451	-0.20813347	7.6146274	9.335588
-1.3974484	8.967898	0.43956307	8.235646	8.3944235
-0.9296743	9.486425	-0.054810848	7.4302883	8.878473
-0.9668307	8.730479	1.5118501	7.213278	5.106913
-1.1831149	-7.5735416	0.8547151	9.342484	9.403366
-0.98214227	10.424102	0.37308964	7.0386133	8.92502
-2.598613	8.316963	1.0278624	8.517505	8.485901
-0.7550258	10.897555	-0.5449094	8.764405	13.341795
-1.0808716	8.932317	-0.067206144	8.127031	10.122592
-0.8350075	8.478397	0.46228176	7.2766604	9.122757
-2.1724415	8.685414	0.6034373	8.472521	8.532707
-1.1246567	7.980373	0.8481179	7.3710465	7.498693
-1.2322977	9.103538	-0.6436333	8.188782	8.579251
2.031263	11.369185	-0.7406156	8.205376	9.112099
-1.1665214	-7.6144857	0.8412069	9.3276615	9.411452
1.3375077	11.067309	0.010938532	8.713242	7.808204
1.507824	10.569846	0.18579005	7.846867	7.232725
-0.26469705	8.759988	0.21012446	7.5580506	9.865089
1.4857405	10.531882	0.26152986	7.7607946	7.1811647
-1.5538974	6.4296575	-2.399596	8.567193	7.522536
-0.81164575	8.882844	0.2630612	7.2136335	9.234473
0.14788334	10.040741	0.7714867	8.240387	9.743516
-0.97636336	7.6048894	2.018888	8.890841	6.0300775
-0.3757383	9.317424	0.1525446	7.101806	13.779621
-0.9642027	7.1774554	-1.9686216	9.19893	7.7087827
-0.9597076	7.1706424	-1.9748108	9.2104435	7.7018137
-1.0553004	9.954794	-0.08123128	6.511762	7.976325
-0.7393405	9.314897	1.2181581	6.7924695	5.8085194
-0.6223529	9.792234	0.54198074	7.8539777	9.053481
-1.1824315	8.67336	-0.30412638	9.661195	4.9508367
0.18232402	9.792848	1.2058995	7.8282924	8.581457
-2.0803506	9.016413	0.6720563	8.533873	7.7276535
1.4042538	10.388023	0.39281622	8.871083	5.736002
1.4049212	10.398181	0.4535954	9.090424	5.8160486
-0.6460663	8.965117	0.09232574	7.593507	10.130737
-0.7661458	8.56956	0.35947606	7.371655	9.468162
-0.16339403	10.303997	-0.7010055	7.534205	13.249818
-1.1020912	9.236407	-0.39666238	7.875957	7.4965925
-0.7702109	10.112597	-0.46145806	7.263411	7.7230372
-1.089412	8.040033	1.8451133	8.395194	6.296195
-0.83630294	9.617016	-0.39578283	8.321132	9.5228195
-0.6562302	8.913423	-0.061409876	7.4967165	10.637992
-2.3844976	7.78933	-1.0437788	9.115147	11.200496
0.5232897	9.606839	-0.20684314	7.6766686	9.975547
0.62352043	11.37266	1.1788433	10.409015	9.440858
-1.1513278	10.487772	0.452564	7.3241763	8.873156
-0.83471376	9.535923	-0.57386667	7.5087013	7.115623
1.523283	10.788357	-0.5745415	9.027767	9.488132
-1.0841117	8.061049	1.62864	7.507489	6.4980435
0.16196175	9.745059	1.092166	7.979679	8.719815
-0.18580058	10.250898	-0.3025304	8.821641	10.863484
-1.2919445	8.489029	-0.08311388	9.774232	5.0620418
-0.7770147	8.656475	1.3678544	7.404434	7.492128
-0.29792064	10.0040245	-0.5216369	7.497012	12.821405
2.7912204	12.061093	0.12474046	8.29124	11.384361
-2.497175	8.141618	1.7208558	7.27031	4.719966
0.44073108	10.298049	0.1124759	9.441809	11.390548
-2.4936364	8.142021	1.7179648	7.272458	4.720241
1.8428153	10.9320545	-0.5809226	8.692552	8.659029
-1.2862633	6.070201	2.305611	10.526276	5.0165734
-1.3718932	6.2879186	2.1813235	10.451592	4.9939036
0.14243731	10.676795	0.16964349	8.925524	10.010749
-2.4936123	8.141715	1.7178998	7.2732873	4.720587
-1.1440765	10.489932	0.44947156	7.313553	8.87748
2.6264658	11.886179	-0.5576532	7.5227675	9.949498
2.5758772	11.849657	-0.5447812	7.5570745	9.919767
0.94236904	10.422304	-0.3542624	7.583824	5.7004538
-2.4966364	8.141855	1.7161392	7.272012	4.71616
2.4642847	11.782408	-0.53222173	7.6245	9.832792
1.4664291	10.759179	-0.61142117	9.072816	9.58158
-0.08473422	9.116605	-1.6182919	8.738664	11.202926
2.1041512	11.538239	-0.53127646	7.8108096	9.500754
-1.3038547	8.424502	0.012458319	9.747763	5.074895
1.7145646	10.323423	-0.93910277	8.75133	7.892748
-0.988537	9.2443285	1.129809	6.627155	5.907041
-1.1730422	8.1367	2.243829	10.13858	8.779231
0.22539937	7.2863946	1.060217	9.391505	6.0821123
-1.0909226	9.879503	-0.29320288	6.2650037	7.502771
0.45545283	10.29681	0.102283776	9.440299	11.398951
0.9491044	10.796844	-0.6899992	8.229318	7.7597613
-0.03467522	9.700823	1.3368351	7.618747	8.208618
0.73624885	10.729852	-0.74286985	7.944882	7.529789
-0.7885824	8.522824	0.3890628	7.323826	9.30494
-1.2897996	6.0728846	2.329943	10.501266	5.039049
-0.7877278	10.008179	-0.23573335	6.85658	7.2149405
-1.1900648	8.654698	-0.27787235	9.670828	4.961013
0.368783	9.478749	-0.12815349	7.609688	10.178235
1.5829452	10.788168	-0.51010376	8.951569	9.123967
1.9896567	10.640743	-0.6638498	7.7796717	8.334207
-0.4912006	8.8903885	-1.0073475	8.395337	6.6573906
1.8580087	10.807924	-0.61142963	8.754261	8.348027
-1.0227755	9.315595	1.0975405	6.6840935	5.915784
-0.67593884	10.134013	0.37811366	7.1670303	8.757778
-1.1535178	10.4834385	0.456829	7.315435	8.878605
0.6130884	10.804149	-0.40828317	8.685879	8.52075
-0.01527245	9.710806	1.3287951	7.6235647	8.235945
-1.1237917	9.230017	-0.3400129	7.921716	10.222855
-0.91134584	9.015536	-1.2739836	7.8598433	6.6681347
1.7869949	11.105046	-0.64759517	8.323281	8.640491
-1.2801286	8.50202	-0.09792473	9.76929	5.0564566
-0.700191	10.126857	0.12041911	7.4873185	8.286709
1.2285253	10.18503	1.0890849	7.352265	6.566891
-0.728382	10.115193	0.32683596	7.034937	8.905274
1.8392782	10.935343	-0.5802943	8.688995	8.7088375
-0.9007989	9.011096	-1.2752779	7.8728976	6.664692
-0.9281039	9.275731	-0.41003394	8.387679	9.81297
-0.81732595	10.119943	-0.53966784	7.280722	7.8398576
-0.7414207	9.351726	1.1438551	6.8599014	5.807016
-0.7257512	9.343854	1.1158543	6.9027233	5.7796874
-0.82800287	9.331435	1.1335	6.778503	5.8353653
0.51117057	10.267227	0.040787835	9.441364	11.498786
-0.8417695	9.521455	-0.57359385	7.511162	7.102301
-1.1380986	9.910577	-0.2803655	6.1603036	7.476389
-1.8783044	8.895932	0.2684439	8.430204	8.677924
-0.57051015	9.237088	0.031004215	7.2953925	10.054912
-0.028177248	8.806718	0.5313776	7.5458465	9.364168
-0.8847843	8.9520855	-0.07608987	7.9075193	10.156332
1.0600606	10.117558	1.151073	7.403639	6.869992
1.2506434	10.194139	1.0777415	7.355529	6.5522776
0.1907724	10.541411	0.22272362	8.867193	8.561617
-0.011927074	9.639097	-0.15111396	7.703954	10.245895
-1.4218476	8.515287	1.9810008	7.5463047	5.711132
-1.4739201	7.350433	2.4145856	10.122717	5.444066
-0.89437145	9.035957	-1.2545322	7.846729	6.65423
1.1602564	9.58879	0.514922	8.306767	5.763948
1.8342799	10.906593	-0.5843737	8.719866	8.643656
-1.5156786	7.2598433	2.5901492	10.03256	5.576716
-1.1334798	8.5864	1.6673512	8.092744	8.542721
-0.64600223	8.9504385	0.065871686	7.5815983	10.178008
-1.2858739	6.0734906	2.3247533	10.513534	5.0324125
0.07348535	9.462167	-0.06618488	7.5948853	10.310991
-0.6473234	8.971886	-0.0076824683	7.596357	10.173741
-0.1732365	9.36111	-0.022400672	7.4922366	9.625941
-0.23303236	9.591188	-0.08830752	7.4011617	9.847629
1.0071038	9.697205	1.6690158	10.835675	10.02872
-0.40524423	9.344765	0.11056782	7.1230283	13.747516
-0.07074416	10.166072	-0.55767137	7.3863654	13.178073
0.08653555	9.552076	-0.44010708	8.764573	11.51186
-0.23464093	10.274884	-0.745801	7.464107	13.302781
-0.08055305	10.1740055	-0.5665777	7.39267	13.189065
-0.08623085	10.169349	-0.5685976	7.378776	13.190616
-1.0344682	7.894082	1.4581321	7.320191	6.8350067
-1.0411555	7.3681507	2.2830133	8.467004	6.275191
-1.1835641	7.159209	2.53131	9.872774	5.673309
-1.7229917	8.424689	0.9358333	9.41714	5.1068873
-1.7285643	8.429989	0.9287681	9.418083	5.100144
-0.30865315	9.219599	0.5894083	7.873469	5.807572
-0.6557436	9.064698	2.6818209	11.999739	10.455406
-0.4416882	11.211662	-0.010657257	9.135038	11.260141
1.1539527	10.407171	-0.039130706	8.100216	5.7159534
-0.96681124	8.601538	1.5070698	9.443532	9.330876
-0.6560779	9.067125	2.6837082	12.001712	10.449825
-0.6687302	9.078285	2.6940675	12.009621	10.468014
-0.6452034	9.0559435	2.6731071	11.990732	10.445682
-0.041619033	9.672444	0.42824075	6.662513	6.5674877
-0.64423454	9.05379	2.671341	11.987562	10.443853
-0.58426064	7.1226974	2.4805098	9.065292	5.6723247
-0.9720712	8.721453	1.5357528	7.1537857	5.1767974
-1.1951116	9.735537	0.7358456	6.9794235	6.1653323
-1.2258348	7.0939326	2.2931366	9.535445	5.6016474
-1.2513858	7.108152	2.2968721	9.547802	5.6010175
-2.2014644	8.025096	0.9223395	8.04782	5.797961
-1.0754038	8.774191	1.1970488	7.5383797	8.959933
-1.0758814	8.774991	1.2015893	7.5388403	8.958971
0.39126983	10.455684	-0.064306274	9.423141	11.243659
-1.7598507	7.2756605	2.69892	10.141097	5.5757995
-1.7119291	7.264444	2.658722	10.1071205	5.597142
-1.7382523	7.2753763	2.6766636	10.084111	5.6263857
-1.5144495	8.009995	1.5932362	9.398602	5.553028
-1.2077421	-7.607548	0.8769948	9.337958	9.381942
-2.2684228	8.936606	0.59307337	8.613645	7.9676094
-1.7252277	7.2719007	2.6607766	10.0912285	5.609962
-2.4484863	8.396104	1.0327438	8.479912	8.473586
-2.4228594	8.414746	1.0202851	8.480777	8.466538
-2.4265573	8.415435	1.0214062	8.477989	8.466884
-2.1512578	8.98219	0.6099171	8.524537	7.7954903
-2.1192727	8.9917965	0.6246841	8.504595	7.825268
-2.0817633	9.005101	0.6056496	8.4906025	7.8546453
-2.122676	8.986951	0.6327301	8.5043545	7.8172216
-2.4187126	8.916907	0.6322334	8.631883	7.9004126
-2.3950946	8.925109	0.64113325	8.651613	7.884882
-2.1562583	8.965892	0.65424293	8.483965	7.7995353
-1.4290212	9.018098	-0.48940632	8.5697365	5.4589586
-0.92904234	7.992991	1.8441206	6.895402	5.9845905
-0.60803735	7.138576	2.4559324	9.120695	5.6752863
0.21212648	10.623233	-0.07277852	9.345452	10.826395
-2.9084222	7.3227515	2.0552764	10.517105	5.8749065
-0.96890205	8.731699	1.5136032	7.194079	5.0965223
-0.9352109	8.807429	1.4389865	7.184872	5.1239657
-0.9532057	8.74771	1.5063397	7.160343	5.1053014
-2.129909	9.001412	0.62410206	8.511971	7.82586
-0.9256339	8.000915	1.8385208	6.894108	5.977215
-1.5579922	7.307081	2.5260818	10.155508	5.4663773
-0.72498125	9.553167	-0.02410068	7.0519357	9.374647
-1.5263919	7.310018	2.50962	10.149858	5.449465
-1.526182	7.300499	2.5150888	10.109241	5.483334
-1.2147634	-7.563117	0.83219564	9.320502	9.372282
-1.7080027	7.2673216	2.5773885	10.10792	5.613421
-1.298509	7.296436	2.2215662	9.536828	5.5587273
-0.66836447	9.145064	1.1258208	6.884123	6.1182785
-1.1238426	7.0122237	2.2567477	9.394946	5.669144
-1.2085855	-7.608062	0.87346655	9.332166	9.410824
-1.087628	8.389584	0.47029728	7.580415	7.622237
-2.1367707	7.86327	0.9377766	8.538888	6.0690117
-1.5290276	7.208489	2.5384865	10.123632	5.494568
-2.9072676	7.3320985	2.050204	10.517885	5.8628283
-0.8023329	10.025758	0.16169575	7.1890435	9.058865
-1.4002787	9.571547	0.6937032	7.010641	5.7699485
-0.8550741	10.092476	-0.54410726	7.3173294	7.8413587
2.7796664	12.023613	0.1265918	8.31867	11.39743
-1.3592669	7.8668284	1.9830538	8.476941	6.3090343
-1.1466184	8.109107	1.8657123	8.175112	6.3720236
-1.1814535	8.020063	1.9421626	8.346344	6.2709727
-1.3234025	7.87747	1.9212315	8.39811	6.3155303
-1.0765501	8.77261	1.2079257	7.5391154	8.939747
0.8207244	10.9276285	-0.09771257	9.074155	9.611054
-0.88479686	10.172288	-0.4655022	7.331218	8.212942
-1.207065	7.3325214	2.296053	9.3663025	5.721889
-0.96899235	7.165507	2.4193854	9.44116	5.7414947
-1.7795106	7.0395327	2.7432125	10.464984	5.282437
-2.3325343	8.908295	0.7011746	8.663657	7.8073816
-1.7765113	7.033071	2.7647622	10.4636965	5.290939
-2.3340478	8.89202	0.7197561	8.670919	7.790168
-2.3329716	8.965182	0.62483484	8.639042	7.9311414
-0.9657988	8.60317	1.4921709	9.437414	9.357921
-1.2116605	8.591348	1.1815302	8.953267	5.740599
-0.94739866	8.089091	1.7588899	6.952169	6.0676293
-1.6594757	8.434972	0.9862256	9.350652	5.2007685
-1.9627678	8.873599	0.31520256	8.473143	8.637791
-1.6085149	7.204706	2.49219	10.132579	5.459601
